Indicator,Time Period,Parent Code,Parent Name,Area Code,Area Name,Value,Lower CI,Upper CI,Count,Denominator,Sex,Age,Note
Smoking status at time of delivery,2013/14,,,E12000002,North West region,15.35,15.09,15.60,12025.91,78367.83,Female,All ages,Data quality note
Smoking status at time of delivery,2013/14,,,E12000003,Yorkshire and the Humber region,16.22,15.93,16.51,10089.39,62201.31,Female,All ages,
Smoking status at time of delivery,2013/14,,,E12000004,East Midlands region,15.09,14.78,15.40,7616.31,50479.46,Female,All ages,Data quality note
Smoking status at time of delivery,2013/14,,,E12000005,West Midlands region,13.19,12.94,13.45,8849.00,67081.00,Female,All ages,
Smoking status at time of delivery,2013/14,,,E12000006,East of England region,10.85,10.61,11.09,6880.51,63433.47,Female,All ages,Data quality note
Smoking status at time of delivery,2013/14,,,E12000007,London region,5.12,4.99,5.25,5733.67,112079.14,Female,All ages,Data quality note
Smoking status at time of delivery,2013/14,,,E12000008,South East region,10.80,10.60,11.01,9711.37,89916.25,Female,All ages,Data quality note
Smoking status at time of delivery,2013/14,,,E12000009,South West region,13.05,12.77,13.33,7336.80,56232.80,Female,All ages,
Smoking status at time of delivery,2014/15,,,E12000001,North East region,18.01,17.56,18.46,4963.00,27564.00,Female,All ages,
Smoking status at time of delivery,2014/15,,,E12000002,North West region,14.74,14.48,15.01,10289.53,69796.67,Female,All ages,
Smoking status at time of delivery,2014/15,,,E12000003,Yorkshire and the Humber region,15.56,15.27,15.85,9492.09,61001.77,Female,All ages,
Smoking status at time of delivery,2014/15,,,E12000004,East Midlands region,13.71,13.35,14.07,4779.95,34868.64,Female,All ages,
Smoking status at time of delivery,2014/15,,,E12000005,West Midlands region,14.19,13.83,14.56,5005.62,35267.26,Female,All ages,There is a data quality issue with this value
Smoking status at time of delivery,2014/15,,,E12000006,East of England region,11.01,10.71,11.33,4320.36,39226.07,Female,All ages,There is a data quality issue with this value
Smoking status at time of delivery,2014/15,,,E12000007,London region,4.80,4.66,4.94,4357.80,90800.92,Female,All ages,There is a data quality issue with this value
Smoking status at time of delivery,2014/15,,,E12000008,South East region,10.26,10.07,10.45,10013.17,97639.00,Female,All ages,There is a data quality issue with this value
Smoking status at time of delivery,2014/15,,,E12000009,South West region,11.90,11.61,12.19,5702.83,47917.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000001,North East region,57.45,56.89,58.01,17311.00,30133.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000002,North West region,63.44,63.12,63.76,54607.00,86074.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000003,Yorkshire and the Humber region,69.15,68.79,69.50,45100.00,65221.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000004,East Midlands region,72.53,72.15,72.91,38883.00,53608.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000005,West Midlands region,67.05,66.70,67.40,46611.00,69515.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000006,East of England region,73.53,73.21,73.86,51598.00,70169.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000007,London region,86.40,86.21,86.59,106703.00,123496.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000008,South East region,77.98,77.73,78.24,80214.00,102860.00,Female,All ages,
Breastfeeding initiation,2010/11,,,E12000009,South West region,76.95,76.60,77.29,44753.00,58162.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000001,North East region,58.92,58.36,59.48,17604.00,29876.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000002,North West region,61.98,61.66,62.31,53710.00,86650.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000003,Yorkshire and the Humber region,68.83,68.48,69.19,45374.00,65919.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000004,East Midlands region,72.81,72.44,73.19,39266.00,53927.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000005,West Midlands region,67.44,67.10,67.79,47696.00,70721.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000006,East of England region,75.26,74.94,75.57,53424.00,70990.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000007,London region,87.04,86.85,87.23,107002.00,122930.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000008,South East region,78.10,77.84,78.35,81447.00,104290.00,Female,All ages,
Breastfeeding initiation,2011/12,,,E12000009,South West region,78.00,77.66,78.33,46314.00,59380.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000001,North East region,59.26,58.70,59.83,17140.00,28922.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000002,North West region,62.31,61.99,62.63,53627.00,86063.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000003,Yorkshire and the Humber region,67.98,67.61,68.33,43948.00,64653.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000004,East Midlands region,72.18,71.80,72.56,37896.00,52500.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000005,West Midlands region,67.92,67.57,68.26,47792.00,70366.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000006,East of England region,76.00,75.68,76.31,54451.00,71647.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000007,London region,86.77,86.58,86.96,106141.00,122324.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000008,South East region,77.09,76.83,77.34,79442.00,103052.00,Female,All ages,
Breastfeeding initiation,2012/13,,,E12000009,South West region,77.87,77.53,78.20,45620.00,58585.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000001,North East region,60.34,59.76,60.91,16875.81,27970.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000002,North West region,64.47,64.14,64.79,54097.00,83915.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000003,Yorkshire and the Humber region,70.53,70.17,70.89,43647.00,61885.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000004,East Midlands region,71.91,71.52,72.30,36809.71,51190.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000005,West Midlands region,66.58,66.21,66.95,41437.00,62237.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000006,East of England region,76.73,76.41,77.05,50439.50,65734.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000007,London region,,,,,,Female,All ages,Value not published for data quality reasons
Breastfeeding initiation,2013/14,,,E12000008,South East region,76.99,76.72,77.26,72144.06,93702.00,Female,All ages,
Breastfeeding initiation,2013/14,,,E12000009,South West region,78.60,78.26,78.93,44311.50,56379.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000001,North East region,60.12,59.54,60.70,16424.00,27318.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000002,North West region,64.57,64.24,64.89,54138.00,83846.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000003,Yorkshire and the Humber region,69.86,69.50,70.22,43427.00,62163.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000004,East Midlands region,71.59,71.20,71.98,37071.00,51781.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000005,West Midlands region,66.77,66.41,67.13,44639.00,66852.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000006,East of England region,76.58,76.25,76.90,50443.00,65872.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000007,London region,86.11,85.91,86.30,100058.00,116203.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000008,South East region,78.02,77.76,78.28,77145.00,98877.00,Female,All ages,
Breastfeeding initiation,2014/15,,,E12000009,South West region,79.00,78.66,79.34,44227.00,55982.00,Female,All ages,
Obese children (Year 6),2006/07,,,E12000001,North East region,19.94,19.44,20.45,4853.00,24339.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000002,North West region,17.32,17.01,17.63,9979.00,57618.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000003,Yorkshire and the Humber region,17.17,16.84,17.51,8365.00,48723.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000004,East Midlands region,16.64,16.25,17.03,5863.00,35241.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000005,West Midlands region,19.06,18.73,19.40,9889.00,51877.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000006,East of England region,15.76,15.44,16.08,7949.00,50439.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000007,London region,20.79,20.48,21.10,13380.00,64365.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000008,South East region,15.88,15.61,16.16,10929.00,68803.00,Persons,10-11 yrs,
Obese children (Year 6),2006/07,,,E12000009,South West region,14.92,14.57,15.28,5716.00,38303.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000001,North East region,20.76,20.28,21.26,5505.00,26513.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000002,North West region,18.35,18.06,18.63,12906.00,70349.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000003,Yorkshire and the Humber region,18.88,18.54,19.21,9944.00,52679.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000004,East Midlands region,17.50,17.15,17.86,7563.00,43211.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000005,West Midlands region,19.57,19.24,19.90,10901.00,55714.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000006,East of England region,16.70,16.38,17.01,8915.00,53398.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000007,London region,21.56,21.26,21.86,15324.00,71088.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000008,South East region,16.05,15.80,16.32,12343.00,76882.00,Persons,10-11 yrs,
Obese children (Year 6),2007/08,,,E12000009,South West region,16.05,15.71,16.39,7293.00,45446.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000001,North East region,20.38,19.90,20.87,5326.00,26133.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000002,North West region,18.86,18.57,19.15,13253.00,70276.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000003,Yorkshire and the Humber region,18.59,18.26,18.93,9552.00,51381.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000004,East Midlands region,17.86,17.50,18.22,7675.00,42977.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000005,West Midlands region,19.76,19.43,20.09,11057.00,55964.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000006,East of England region,16.58,16.27,16.89,9206.00,55535.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000007,London region,21.30,21.01,21.61,15160.00,71158.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000008,South East region,16.02,15.76,16.28,12382.00,77293.00,Persons,10-11 yrs,
Obese children (Year 6),2008/09,,,E12000009,South West region,16.23,15.90,16.57,7630.00,47014.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000001,North East region,20.59,20.10,21.08,5332.00,25899.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000002,North West region,19.30,19.01,19.59,13773.00,71359.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000003,Yorkshire and the Humber region,18.82,18.48,19.16,9583.00,50925.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000004,East Midlands region,18.41,18.05,18.77,8144.00,44245.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000005,West Midlands region,20.52,20.18,20.85,11447.00,55795.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000006,East of England region,16.76,16.44,17.08,8924.00,53250.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000007,London region,21.85,21.55,22.15,15817.00,72396.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000008,South East region,16.58,16.32,16.84,13027.00,78560.00,Persons,10-11 yrs,
Obese children (Year 6),2009/10,,,E12000009,South West region,16.12,15.79,16.46,7648.00,47440.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000001,North East region,21.39,20.89,21.90,5409.00,25282.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000002,North West region,19.71,19.42,20.01,13671.00,69347.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000003,Yorkshire and the Humber region,19.18,18.85,19.53,9894.00,51572.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000004,East Midlands region,18.25,17.89,18.62,7970.00,43662.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000005,West Midlands region,20.54,20.20,20.87,11500.00,55997.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000006,East of England region,17.67,17.35,17.99,9702.00,54917.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000007,London region,21.90,21.60,22.20,15949.00,72821.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000008,South East region,16.59,16.33,16.86,12723.00,76687.00,Persons,10-11 yrs,
Obese children (Year 6),2010/11,,,E12000009,South West region,16.63,16.29,16.98,7497.00,45068.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000001,North East region,22.10,21.59,22.62,5491.00,24842.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000002,North West region,19.77,19.48,20.07,13481.00,68180.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000003,Yorkshire and the Humber region,19.23,18.89,19.58,9808.00,51000.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000004,East Midlands region,18.35,17.98,18.72,7786.00,42432.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000005,West Midlands region,21.22,20.88,21.56,11777.00,55509.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000006,East of England region,17.20,16.88,17.52,9434.00,54854.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000007,London region,22.53,22.22,22.83,16466.00,73099.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000008,South East region,16.52,16.25,16.78,12648.00,76581.00,Persons,10-11 yrs,
Obese children (Year 6),2011/12,,,E12000009,South West region,16.62,16.28,16.97,7416.00,44621.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000001,North East region,20.90,20.39,21.41,5095.00,24379.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000002,North West region,19.63,19.34,19.93,13357.00,68036.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000003,Yorkshire and the Humber region,19.01,18.66,19.36,9331.00,49093.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000004,East Midlands region,18.38,18.01,18.76,7698.00,41877.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000005,West Midlands region,20.61,20.27,20.95,11474.00,55675.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000006,East of England region,17.04,16.73,17.36,9284.00,54487.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000007,London region,22.43,22.14,22.74,16673.00,74317.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000008,South East region,15.96,15.70,16.22,12183.00,76347.00,Persons,10-11 yrs,
Obese children (Year 6),2012/13,,,E12000009,South West region,16.56,16.22,16.91,7443.00,44935.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000001,North East region,21.14,20.64,21.65,5382.00,25457.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000002,North West region,19.83,19.54,20.13,14064.00,70918.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000003,Yorkshire and the Humber region,19.22,18.89,19.56,10118.00,52633.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000004,East Midlands region,18.09,17.73,18.45,7993.00,44189.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000005,West Midlands region,20.98,20.66,21.32,12208.00,58176.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000006,East of England region,17.18,16.87,17.49,9777.00,56909.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000007,London region,22.39,22.10,22.68,17608.00,78642.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000008,South East region,16.43,16.17,16.68,13129.00,79930.00,Persons,10-11 yrs,
Obese children (Year 6),2013/14,,,E12000009,South West region,16.68,16.35,17.02,7911.00,47421.00,Persons,10-11 yrs,
Alcohol-specific hospital stays (under 18),2010/11 - 12/13,,,E12000001,North East region,72.23,68.09,76.55,1140.00,1576968.00,Persons,<18 yrs,
Alcohol-specific hospital stays (under 18),2010/11 - 12/13,,,E12000002,North West region,71.92,69.46,74.44,3240.00,4506482.00,Persons,<18 yrs,
Alcohol-specific hospital stays (under 18),2010/11 - 12/13,,,E12000003,Yorkshire and the Humber region,44.14,41.93,46.43,1495.00,3387011.00,Persons,<18 yrs,
